酒蔵,商品名,容量ml,JAN,商品コード,価格円税込,販売状態,在庫状態,販売チャネル,業務卸可否,輸出可否,要冷蔵,確認日,主出典ID,出典種別,URL,出典数,代替URL,備考
白牡丹酒造,【日本酒 白牡丹】広島上撰 金紋１．８Ｌ瓶詰,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_E56C3DC54925,official_ec,https://hakubotan.shop-pro.jp/?pid=108343434,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島上撰 金紋２００mlライトカップ詰15本入り,200,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_7AA1D2AEDF78,official_ec,https://hakubotan.shop-pro.jp/?pid=158339341,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島上撰 金紋２Ｌパック詰,2000,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_24E06BB560A2,official_ec,https://hakubotan.shop-pro.jp/?pid=108343488,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島八反 純米吟醸１．８Ｌ瓶詰,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_5FFBD376E6A4,official_ec,https://hakubotan.shop-pro.jp/?pid=177597624,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島八反 純米吟醸７２０ml瓶詰,720,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_1BA4D81A789F,official_ec,https://hakubotan.shop-pro.jp/?pid=177597618,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島八反 純米大吟醸 原酒720ml瓶詰 - 白牡丹酒造,720,4950198218809,,2200,不明,不明,季節限定,未確認,未確認,不明,2026-09-05,CSKU_EC49B0FFA2B4,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e5%ba%83%e5%b3%b6%e5%85%ab%e5%8f%8d-%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e5%8e%9f%e9%85%92720ml%e7%93%b6%e8%a9%b0/,1,,公式商品カタログの限定区分
白牡丹酒造,【日本酒 白牡丹】広島特撰 芳華金紋１．８Ｌ瓶詰,1800,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_CDA9DA4B0A1D,official_ec,https://hakubotan.shop-pro.jp/?pid=108338727,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】広島特撰 芳華金紋３００ml瓶詰,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_8718EE503E78,official_ec,https://hakubotan.shop-pro.jp/?pid=108338761,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】恋華 RENKA ３００ml瓶詰,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_D18B2419CBE8,official_ec,https://hakubotan.shop-pro.jp/?pid=151110590,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】恋華RENKA ROUGE ３００ml瓶詰,300,,,,販売中,不明,通常/不明,未確認,未確認,不明,2026-09-05,CSKU_90F3F4CA4D2A,official_ec,https://hakubotan.shop-pro.jp/?pid=182359563,1,,公式EC掲載
白牡丹酒造,【日本酒 白牡丹】新酒純米 1.8L瓶詰 - 白牡丹酒造,1800,4950198281193,,2497,販売中,在庫あり,季節限定,未確認,未確認,不明,2026-09-05,CSKU_FD2AE1488556,official_catalog,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%96%b0%e9%85%92%e7%b4%94%e7%b1%b3-1-8l%e7%93%b6%e8%a9%b0-2/,1,,公式商品カタログの限定区分
